metric,low,mid,high,train_start,test_start,test_end,asset
-0.004778027394124695,0.0025235051289200783,0.2819625437259674,0.7155139446258545,2010-08-24,2011-08-23,2011-08-30,C_CMDT_DIRECTIONAL_SECOND_TU
0.1299952795152523,0.002986583160236478,0.2716078460216522,0.7254055738449097,2010-08-31,2011-08-30,2011-09-06,DA_CMDT_DIRECTIONAL_FRONT_TU
0.22666248596744365,0.0026718724984675646,0.23280471563339233,0.764523446559906,2010-09-07,2011-09-06,2011-09-13,DA_CMDT_DIRECTIONAL_SECOND_TU
0.14303082645312182,0.006145771127194166,0.3115346133708954,0.6823196411132812,2010-09-14,2011-09-13,2011-09-20,EP_CMDT_DIRECTIONAL_FRONT_TU
0.11369357339209765,0.006139078177511692,0.3100443482398987,0.6838165521621704,2010-09-21,2011-09-20,2011-09-27,EP_CMDT_DIRECTIONAL_SECOND_TU
0.10439248598984402,0.0022418394219130278,0.5467305183410645,0.45102763175964355,2010-09-28,2011-09-27,2011-10-04,CU_CMDT_DIRECTIONAL_SECOND_TU
0.29947328682667507,0.0036537759006023407,0.10998416692018509,0.8863620758056641,2010-10-05,2011-10-04,2011-10-11,FC_CMDT_DIRECTIONAL_FRONT_TU
0.4460701531206129,0.0002773827873170376,0.8446139097213745,0.1551087349653244,2010-10-12,2011-10-11,2011-10-18,GC_CMDT_DIRECTIONAL_SECOND_TU
0.3647772694071125,0.00031179195502772927,0.824644923210144,0.17504332959651947,2010-10-19,2011-10-18,2011-10-25,GC_CMDT_DIRECTIONAL_FRONT_TU
-0.010815608322939929,0.0025441450998187065,0.14494915306568146,0.852506697177887,2010-10-26,2011-10-25,2011-11-01,HG_CMDT_DIRECTIONAL_FRONT_TU
0.30947350969822573,0.0221747737377882,0.05534025654196739,0.9224849939346313,2010-11-02,2011-11-01,2011-11-08,FN_CMDT_DIRECTIONAL_SECOND_TU
0.48393896247734014,0.01396979484707117,0.03649580851197243,0.9495343565940857,2010-11-09,2011-11-08,2011-11-15,FN_CMDT_DIRECTIONAL_FRONT_TU
0.35145652448231973,0.003124855225905776,0.11004254966974258,0.886832594871521,2010-11-16,2011-11-15,2011-11-22,FC_CMDT_DIRECTIONAL_SECOND_TU
0.0819473653685846,0.0014853532193228602,0.45536544919013977,0.5431492328643799,2010-11-23,2011-11-22,2011-11-29,CB_CMDT_DIRECTIONAL_SECOND_TU
0.06742991829064976,0.002286271657794714,0.5030730962753296,0.49464061856269836,2010-11-30,2011-11-29,2011-12-06,CU_CMDT_DIRECTIONAL_FRONT_TU
0.10096456677489146,0.0025336602702736855,0.5553545951843262,0.4421117901802063,2010-12-07,2011-12-06,2011-12-13,KC_CMDT_DIRECTIONAL_FRONT_TU
0.4444883639201675,0.0016176049830392003,0.05387968569993973,0.9445026516914368,2010-12-14,2011-12-13,2011-12-20,IJ_CMDT_DIRECTIONAL_FRONT_TU
0.5243920655706696,0.0018745475681498647,0.037911221385002136,0.9602141976356506,2010-12-21,2011-12-20,2011-12-27,IJ_CMDT_DIRECTIONAL_SECOND_TU
0.5010532695593993,0.036815840750932693,0.2501707077026367,0.7130134105682373,2010-12-28,2011-12-27,2012-01-03,JO_CMDT_DIRECTIONAL_FRONT_TU
0.41310683097410594,0.024588223546743393,0.2370203286409378,0.7383913993835449,2011-01-04,2012-01-03,2012-01-10,JO_CMDT_DIRECTIONAL_SECOND_TU
0.4383660829229664,0.0032008097041398287,0.5480616688728333,0.44873756170272827,2011-01-11,2012-01-10,2012-01-17,KC_CMDT_DIRECTIONAL_SECOND_TU
0.4685067084911218,0.00061776366783306,0.12480144202709198,0.8745808005332947,2011-01-18,2012-01-17,2012-01-24,HO_CMDT_DIRECTIONAL_SECOND_TU
0.4374796795910731,0.0024795341305434704,0.1449585258960724,0.852561891078949,2011-01-25,2012-01-24,2012-01-31,HG_CMDT_DIRECTIONAL_SECOND_TU
0.08742637707035805,0.005489029455929995,0.14523789286613464,0.8492730855941772,2011-02-01,2012-01-31,2012-02-07,KW_CMDT_DIRECTIONAL_FRONT_TU
0.1046883480582537,0.005880789365619421,0.15455007553100586,0.8395691514015198,2011-02-08,2012-02-07,2012-02-14,KW_CMDT_DIRECTIONAL_SECOND_TU
0.28511892757992435,0.0024935740511864424,0.20458337664604187,0.7929230332374573,2011-02-15,2012-02-14,2012-02-21,LC_CMDT_DIRECTIONAL_FRONT_TU
0.27127681502596757,0.0029697376303374767,0.3875197768211365,0.6095104813575745,2011-02-22,2012-02-21,2012-02-28,LC_CMDT_DIRECTIONAL_SECOND_TU
0.17252750899392783,0.007807604502886534,0.05603542923927307,0.9361569881439209,2011-03-01,2012-02-28,2012-03-06,LE_CMDT_DIRECTIONAL_FRONT_TU
0.20279445485405984,0.009279506281018257,0.5351966023445129,0.45552390813827515,2011-03-08,2012-03-06,2012-03-13,KV_CMDT_DIRECTIONAL_FRONT_TU
0.10981787077040923,0.009138144552707672,0.6033721566200256,0.3874896764755249,2011-03-15,2012-03-13,2012-03-20,KV_CMDT_DIRECTIONAL_SECOND_TU
0.11702127490863876,0.009875901974737644,0.061625368893146515,0.9284987449645996,2011-03-22,2012-03-20,2012-03-27,LE_CMDT_DIRECTIONAL_SECOND_TU
0.3916027128478094,0.004580788314342499,0.30896109342575073,0.6864581108093262,2011-03-29,2012-03-27,2012-04-03,LH_CMDT_DIRECTIONAL_FRONT_TU
0.04895012350900771,0.0033233275171369314,0.3484540581703186,0.6482226848602295,2011-04-05,2012-04-03,2012-04-10,LS_CMDT_DIRECTIONAL_FRONT_TU
0.10272465988698692,0.003268680302426219,0.40296289324760437,0.5937684178352356,2011-04-12,2012-04-10,2012-04-17,LS_CMDT_DIRECTIONAL_SECOND_TU
0.24290918683012336,0.00108852400444448,0.465942919254303,0.5329685807228088,2011-04-19,2012-04-17,2012-04-24,MO_CMDT_DIRECTIONAL_FRONT_TU
0.27812294806561644,0.004275493323802948,0.10930698364973068,0.88641756772995,2011-04-26,2012-04-24,2012-05-01,MW_CMDT_DIRECTIONAL_FRONT_TU
0.2931563135510664,0.004477397538721561,0.12173183262348175,0.8737907409667969,2011-05-03,2012-05-01,2012-05-08,MW_CMDT_DIRECTIONAL_SECOND_TU
0.18048650015950385,0.1509602665901184,0.18293417990207672,0.6661055088043213,2011-05-10,2012-05-08,2012-05-15,NG_CMDT_DIRECTIONAL_FRONT_TU
0.26388191145489853,0.1255776435136795,0.2322928011417389,0.6421296000480652,2011-05-17,2012-05-15,2012-05-22,NG_CMDT_DIRECTIONAL_SECOND_TU
0.13830575943355466,0.0006637853221036494,0.13661304116249084,0.8627232313156128,2011-05-24,2012-05-22,2012-05-29,NV_CMDT_DIRECTIONAL_FRONT_TU
0.2987084164392414,0.00046816811664029956,0.1366397738456726,0.8628920912742615,2011-05-31,2012-05-29,2012-06-05,NV_CMDT_DIRECTIONAL_SECOND_TU
0.31024272809700626,0.0015019506681710482,0.10721642524003983,0.8912816047668457,2011-06-07,2012-06-05,2012-06-12,PAL_CMDT_DIRECTIONAL_FRONT_TU
0.18270156191570744,0.0019511739956215024,0.08423414826393127,0.9138147234916687,2011-06-14,2012-06-12,2012-06-19,PAL_CMDT_DIRECTIONAL_SECOND_TU
0.357175290920261,0.0005915651563555002,0.34417128562927246,0.6552371382713318,2011-06-21,2012-06-19,2012-06-26,PA_CMDT_DIRECTIONAL_FRONT_TU
0.19823148595716888,0.0006050347001291811,0.3026026487350464,0.6967923641204834,2011-06-28,2012-06-26,2012-07-03,PA_CMDT_DIRECTIONAL_SECOND_TU
0.5274703376268067,0.00150686118286103,0.245908722281456,0.7525843977928162,2011-07-05,2012-07-03,2012-07-10,PG_CMDT_DIRECTIONAL_FRONT_TU
0.07633032133238193,0.00150686118286103,0.245908722281456,0.7525843977928162,2011-07-12,2012-07-10,2012-07-17,PG_CMDT_DIRECTIONAL_SECOND_TU
0.13373024854229265,0.012010950595140457,0.15396644175052643,0.8340226411819458,2011-07-19,2012-07-17,2012-07-24,PT_CMDT_DIRECTIONAL_FRONT_TU
0.08592390627690308,0.0006564303766936064,0.47222405672073364,0.527119517326355,2011-07-26,2012-07-24,2012-07-31,PL_CMDT_DIRECTIONAL_FRONT_TU
0.08079070351950962,0.0006962923798710108,0.4728846549987793,0.5264190435409546,2011-08-02,2012-07-31,2012-08-07,PL_CMDT_DIRECTIONAL_SECOND_TU
0.32218261782342256,0.014269356615841389,0.408928781747818,0.5768018364906311,2011-08-09,2012-08-07,2012-08-14,POL_CMDT_DIRECTIONAL_FRONT_TU
0.3985075236061194,0.014042815193533897,0.3023383617401123,0.6836188435554504,2011-08-16,2012-08-14,2012-08-21,POL_CMDT_DIRECTIONAL_SECOND_TU
0.12406182143138306,0.012688351795077324,0.14272943139076233,0.8445822596549988,2011-08-23,2012-08-21,2012-08-28,PT_CMDT_DIRECTIONAL_SECOND_TU
0.3958846658352501,0.00048128404887393117,0.16122311353683472,0.8382956385612488,2011-08-30,2012-08-28,2012-09-04,QS_CMDT_DIRECTIONAL_FRONT_TU
0.13368335693531463,0.00041688510100357234,0.20279920101165771,0.7967839241027832,2011-09-06,2012-09-04,2012-09-11,QS_CMDT_DIRECTIONAL_SECOND_TU
0.3240808863999366,0.00025492205168120563,0.1669030338525772,0.8328419923782349,2011-09-13,2012-09-11,2012-09-18,QW_CMDT_DIRECTIONAL_FRONT_TU
0.05954188152856116,0.0023451494053006172,0.5952245593070984,0.40243029594421387,2011-09-20,2012-09-18,2012-09-25,RBT_CMDT_DIRECTIONAL_FRONT_TU
0.10903238646916094,0.0023308389354497194,0.5915923714637756,0.40607672929763794,2011-09-27,2012-09-25,2012-10-02,RBT_CMDT_DIRECTIONAL_SECOND_TU
0.12107871654914448,0.010265462100505829,0.1044628918170929,0.8852716088294983,2011-10-04,2012-10-02,2012-10-09,RR_CMDT_DIRECTIONAL_FRONT_TU
0.18108452850657725,0.00019681434787344187,0.13186663389205933,0.8679366111755371,2011-10-11,2012-10-09,2012-10-16,QW_CMDT_DIRECTIONAL_SECOND_TU
0.2730356408440507,0.0016652948688715696,0.22008734941482544,0.7782474160194397,2011-10-18,2012-10-16,2012-10-23,RS_CMDT_DIRECTIONAL_SECOND_TU
0.3448586067565786,0.010263154283165932,0.0972553938627243,0.8924814462661743,2011-10-25,2012-10-23,2012-10-30,RR_CMDT_DIRECTIONAL_SECOND_TU
0.2922552625961675,0.002694501308724284,0.1199895441532135,0.8773159384727478,2011-11-01,2012-10-30,2012-11-06,SB_CMDT_DIRECTIONAL_SECOND_TU
0.13684059673164997,0.000775591004639864,0.024335892871022224,0.9748885631561279,2011-11-08,2012-11-06,2012-11-13,SH_CMDT_DIRECTIONAL_FRONT_TU
0.17286325403054598,0.0010198253439739347,0.036841269582509995,0.9621388912200928,2011-11-15,2012-11-13,2012-11-20,SH_CMDT_DIRECTIONAL_SECOND_TU
0.257261971572727,0.0009933838155120611,0.5965822339057922,0.4024243652820587,2011-11-22,2012-11-20,2012-11-27,SI_CMDT_DIRECTIONAL_FRONT_TU
0.29382094682720816,0.0007462305366061628,0.5863157510757446,0.4129379987716675,2011-11-29,2012-11-27,2012-12-04,SI_CMDT_DIRECTIONAL_SECOND_TU
0.12353879831547473,0.0024522177409380674,0.15339313447475433,0.8441546559333801,2011-12-06,2012-12-04,2012-12-11,SM_CMDT_DIRECTIONAL_FRONT_TU
0.09307711881048047,0.0032372623682022095,0.1444845348596573,0.8522782325744629,2011-12-13,2012-12-11,2012-12-18,SB_CMDT_DIRECTIONAL_FRONT_TU
0.09323634458619134,0.0024668690748512745,0.15024684369564056,0.8472862839698792,2011-12-20,2012-12-18,2012-12-25,SM_CMDT_DIRECTIONAL_SECOND_TU
0.6048861092367248,0.00259029446169734,0.05716095492243767,0.9402487874031067,2011-12-27,2012-12-25,2013-01-01,S_CMDT_DIRECTIONAL_FRONT_TU
0.13948800124018904,0.0033507822081446648,0.05762019753456116,0.9390289783477783,2012-01-03,2013-01-01,2013-01-08,S_CMDT_DIRECTIONAL_SECOND_TU
0.07057977242409447,0.0055288211442530155,0.21943946182727814,0.7750316858291626,2012-01-10,2013-01-08,2013-01-15,UDA_CMDT_DIRECTIONAL_FRONT_TU
0.4093720544213358,0.011793670244514942,0.07995917648077011,0.908247172832489,2012-01-17,2013-01-15,2013-01-22,UDA_CMDT_DIRECTIONAL_SECOND_TU
0.24128415741189957,0.006414924282580614,0.33257660269737244,0.6610084772109985,2012-01-24,2013-01-22,2013-01-29,UX_CMDT_DIRECTIONAL_FRONT_TU
0.2714383198188425,0.007395737338811159,0.297959566116333,0.6946446299552917,2012-01-31,2013-01-29,2013-02-05,UX_CMDT_DIRECTIONAL_SECOND_TU
0.39986641447559246,0.0010738923447206616,0.04714337736368179,0.9517827033996582,2012-02-07,2013-02-05,2013-02-12,W_CMDT_DIRECTIONAL_SECOND_TU
0.19223460789200175,0.001554163871333003,0.22011184692382812,0.7783339619636536,2012-02-14,2013-02-12,2013-02-19,RS_CMDT_DIRECTIONAL_FRONT_TU
0.1189460437400495,0.002310887211933732,0.0583496168255806,0.9393395185470581,2012-02-21,2013-02-19,2013-02-26,WZ_CMDT_DIRECTIONAL_SECOND_TU
0.15161815652317873,0.0030895813833922148,0.05237089470028877,0.9445395469665527,2012-02-28,2013-02-26,2013-03-05,WZ_CMDT_DIRECTIONAL_FRONT_TU
0.4199768664263322,0.12545576691627502,0.5072605609893799,0.3672836720943451,2012-03-06,2013-03-05,2013-03-12,XA_CMDT_DIRECTIONAL_SECOND_TU
0.26384468237722536,0.0005530728958547115,0.22257614135742188,0.7768707871437073,2012-03-13,2013-03-12,2013-03-19,XB_CMDT_DIRECTIONAL_FRONT_TU
0.11116084995616754,0.0005382245872169733,0.19933445751667023,0.8001272678375244,2012-03-20,2013-03-19,2013-03-26,XB_CMDT_DIRECTIONAL_SECOND_TU
0.22673702341719598,0.10039523243904114,0.6558372378349304,0.24376757442951202,2012-03-27,2013-03-26,2013-04-02,XO_CMDT_DIRECTIONAL_FRONT_TU
0.11719416581443526,0.001238506636582315,0.0471356101334095,0.9516258835792542,2012-04-03,2013-04-02,2013-04-09,W_CMDT_DIRECTIONAL_FRONT_TU
0.1444194751462557,0.1350845843553543,0.6283703446388245,0.23654502630233765,2012-04-10,2013-04-09,2013-04-16,XO_CMDT_DIRECTIONAL_SECOND_TU
0.2358614439146482,0.2041051685810089,0.5969809889793396,0.1989138275384903,2012-04-17,2013-04-16,2013-04-23,XW_CMDT_DIRECTIONAL_FRONT_TU
0.15533635869944656,0.08337747305631638,0.4269239604473114,0.48969849944114685,2012-04-24,2013-04-23,2013-04-30,XA_CMDT_DIRECTIONAL_FRONT_TU
0.1480787229172011,0.013986756093800068,0.11566450446844101,0.8703486919403076,2012-05-01,2013-04-30,2013-05-07,YW_CMDT_DIRECTIONAL_FRONT_TU
0.09876521504155511,0.008854592218995094,0.08456785976886749,0.9065775275230408,2012-05-08,2013-05-07,2013-05-14,YW_CMDT_DIRECTIONAL_SECOND_TU
0.09939843794007172,0.015926364809274673,0.6550073027610779,0.32906633615493774,2012-05-15,2013-05-14,2013-05-21,ZNA_CMDT_DIRECTIONAL_FRONT_TU
0.24475070168376523,0.016080301254987717,0.6252217888832092,0.35869789123535156,2012-05-22,2013-05-21,2013-05-28,ZNA_CMDT_DIRECTIONAL_SECOND_TU
0.23097634440535722,0.004130782093852758,0.37016767263412476,0.6257015466690063,2012-05-29,2013-05-28,2013-06-04,LH_CMDT_DIRECTIONAL_SECOND_TU
0.20908626272751346,0.1226845532655716,0.6728513240814209,0.2044641673564911,2012-06-05,2013-06-04,2013-06-11,XW_CMDT_DIRECTIONAL_SECOND_TU
0.14855879256401405,0.0018674121238291264,0.2356436550617218,0.7624889016151428,2012-06-12,2013-06-11,2013-06-18,CA_CMDT_DIRECTIONAL_FRONT_TU
0.3915974022614062,0.0002267390227643773,0.8166187405586243,0.18315453827381134,2012-06-19,2013-06-18,2013-06-25,AK_CMDT_DIRECTIONAL_FRONT_TU
0.0742334834385347,0.0010753239039331675,0.6360347867012024,0.3628899157047272,2012-06-26,2013-06-25,2013-07-02,AE_CMDT_DIRECTIONAL_SECOND_TU
0.13975649675874718,0.000488783698529005,0.5970959067344666,0.40241536498069763,2012-07-03,2013-07-02,2013-07-09,CB_CMDT_DIRECTIONAL_FRONT_TU
0.2179412291470672,0.00041265165782533586,0.060593511909246445,0.9389938712120056,2012-07-10,2013-07-09,2013-07-16,AA_CMDT_DIRECTIONAL_SECOND_TU
0.47291713505908145,0.00046183710219338536,0.07715482264757156,0.9223833680152893,2012-07-17,2013-07-16,2013-07-23,AA_CMDT_DIRECTIONAL_FRONT_TU
0.23227175898159025,0.0010753239039331675,0.6360347867012024,0.3628899157047272,2012-07-24,2013-07-23,2013-07-30,AE_CMDT_DIRECTIONAL_FRONT_TU
0.16427061648391272,0.006968678906559944,0.5875406265258789,0.4054906666278839,2012-07-31,2013-07-30,2013-08-06,AUA_CMDT_DIRECTIONAL_SECOND_TU
0.07312551909738102,0.005826225038617849,0.20827476680278778,0.7858989834785461,2012-08-07,2013-08-06,2013-08-13,CT_CMDT_DIRECTIONAL_SECOND_TU
0.21706580410476936,0.006727514322847128,0.13430489599704742,0.8589676022529602,2012-08-14,2013-08-13,2013-08-20,AX_CMDT_DIRECTIONAL_FRONT_TU
0.31248099404637214,0.0031247998122125864,0.14866773784160614,0.8482074737548828,2012-08-21,2013-08-20,2013-08-27,AX_CMDT_DIRECTIONAL_SECOND_TU
0.06633491085199186,0.0010909297270700336,0.20606188476085663,0.792847216129303,2012-08-28,2013-08-27,2013-09-03,BO_CMDT_DIRECTIONAL_FRONT_TU
0.10763320819272465,0.0009484849870204926,0.18029043078422546,0.8187610507011414,2012-09-04,2013-09-03,2013-09-10,BO_CMDT_DIRECTIONAL_SECOND_TU
0.14104686880801393,0.0012021595612168312,0.8063012957572937,0.19249655306339264,2012-09-11,2013-09-10,2013-09-17,BP_CMDT_DIRECTIONAL_FRONT_TU
0.3679768570775787,0.007222612854093313,0.5796170830726624,0.4131602644920349,2012-09-18,2013-09-17,2013-09-24,AUA_CMDT_DIRECTIONAL_FRONT_TU
0.34442511611902343,0.00216448912397027,0.7024856805801392,0.29534977674484253,2012-09-25,2013-09-24,2013-10-01,BP_CMDT_DIRECTIONAL_SECOND_TU
0.37996577533238074,0.0008959578699432313,0.12367592006921768,0.8754281401634216,2012-10-02,2013-10-01,2013-10-08,CL_CMDT_DIRECTIONAL_SECOND_TU
0.12527300935159275,0.0020684227347373962,0.19179300963878632,0.8061385750770569,2012-10-09,2013-10-08,2013-10-15,CT_CMDT_DIRECTIONAL_FRONT_TU
0.18142356393011372,0.0007052840082906187,0.4825618863105774,0.5167328119277954,2012-10-16,2013-10-15,2013-10-22,CB_CMDT_DIRECTIONAL_SECOND_TU
0.15032142564363696,0.004933348391205072,0.10249554365873337,0.8925710916519165,2012-10-23,2013-10-22,2013-10-29,CC_CMDT_DIRECTIONAL_FRONT_TU
0.17729758799845713,0.005330613348633051,0.09635975956916809,0.8983096480369568,2012-10-30,2013-10-29,2013-11-05,CC_CMDT_DIRECTIONAL_SECOND_TU
0.2743334997876162,0.0060050589963793755,0.34784358739852905,0.6461513042449951,2012-11-06,2013-11-05,2013-11-12,CFD_CMDT_DIRECTIONAL_FRONT_TU
0.1306047976892934,0.006528105121105909,0.3611639142036438,0.6323080062866211,2012-11-13,2013-11-12,2013-11-19,CFD_CMDT_DIRECTIONAL_SECOND_TU
0.1313389626773051,0.01517418585717678,0.2726680338382721,0.7121577858924866,2012-11-20,2013-11-19,2013-11-26,CHE_CMDT_DIRECTIONAL_FRONT_TU
0.19963703588219678,0.033648524433374405,0.34177663922309875,0.6245748400688171,2012-11-27,2013-11-26,2013-12-03,CHE_CMDT_DIRECTIONAL_SECOND_TU
0.4907857968002062,0.000530022312887013,0.15772059559822083,0.841749370098114,2012-12-04,2013-12-03,2013-12-10,CL_CMDT_DIRECTIONAL_FRONT_TU
0.342023542456766,0.0008957688696682453,0.13425733149051666,0.86484694480896,2012-12-11,2013-12-10,2013-12-17,CO_CMDT_DIRECTIONAL_FRONT_TU
0.15537210174006477,0.0010003660572692752,0.10931205749511719,0.8896875977516174,2012-12-18,2013-12-17,2013-12-24,CO_CMDT_DIRECTIONAL_SECOND_TU
0.02550498127741052,0.0028449799865484238,0.19464363157749176,0.8025113940238953,2012-12-25,2013-12-24,2013-12-31,CRD_CMDT_DIRECTIONAL_FRONT_TU
0.28044441720301366,0.00527286296710372,0.221991628408432,0.7727354764938354,2013-01-01,2013-12-31,2014-01-07,CRD_CMDT_DIRECTIONAL_SECOND_TU
0.3828577072255477,0.0017552163917571306,0.23124191164970398,0.7670028209686279,2013-01-08,2014-01-07,2014-01-14,CA_CMDT_DIRECTIONAL_SECOND_TU
0.21131769050819169,0.00033318743226118386,0.1730266660451889,0.8266401886940002,2013-01-15,2014-01-14,2014-01-21,CU_CMDT_DIRECTIONAL_FRONT_TU
0.3819058581992903,0.006574638653546572,0.16977037489414215,0.8236549496650696,2013-01-22,2014-01-21,2014-01-28,LE_CMDT_DIRECTIONAL_SECOND_TU
0.12173867751821649,0.000859397929161787,0.19863536953926086,0.8005052208900452,2013-01-29,2014-01-28,2014-02-04,C_CMDT_DIRECTIONAL_FRONT_TU
0.2019684950834636,0.0008744929800741374,0.20212437212467194,0.7970011830329895,2013-02-05,2014-02-04,2014-02-11,C_CMDT_DIRECTIONAL_SECOND_TU
0.07964849196834778,0.00990605540573597,0.3222951292991638,0.6677988171577454,2013-02-12,2014-02-11,2014-02-18,DA_CMDT_DIRECTIONAL_FRONT_TU
0.31777821319949306,0.0023088285233825445,0.06903980672359467,0.9286513328552246,2013-02-19,2014-02-18,2014-02-25,HG_CMDT_DIRECTIONAL_SECOND_TU
0.06273590409836119,0.0025214110501110554,0.20734399557113647,0.7901345491409302,2013-02-26,2014-02-25,2014-03-04,EP_CMDT_DIRECTIONAL_FRONT_TU
0.5275685604764876,0.002896364778280258,0.20891517400741577,0.7881884574890137,2013-03-05,2014-03-04,2014-03-11,EP_CMDT_DIRECTIONAL_SECOND_TU
0.33094722154737877,0.00467848964035511,0.49387818574905396,0.5014433264732361,2013-03-12,2014-03-11,2014-03-18,FC_CMDT_DIRECTIONAL_SECOND_TU
